season,episode,narrator,line
2,21,rachel:," meg was good for me but i dumped her. ya know, my motto is get out before they go down."
2,21,joey:, that is so not my motto.
2,21,phoebe:, hey.
2,21,rachel:," hey phoebs. oh hey, how's the dog?"
2,21,phoebe:," ok, i talked to the vet, people are so nice upstate. anyway, he said that the little fella's gonna be ok and i can pick him up tomorrow."
2,21,joey:, good.
2,21,rachel:," yeah, but he did have to have a bunch of stitches and he said that only once in a blue moon does a dog's ear grow back so...still hoping."
2,21,rachel:," ok, so phoebe, now are you gonna call your dad and let him know that his dog is ok?"
2,21,phoebe:," i, i don't wanna meet my father over the phone. what am i gonna say, like 'hi, i'm phoebe, the daughter you abandoned. oh, by the way, i broke your dog.'"
2,21,joey:," hey phoebs, if you want, i'll do it."
2,21,phoebe:, don't...be too long with the phone.
2,21,rachel:, she'll be a much better friend when the market closes.
2,21,joey:, it's a woman.
2,21,phoebe:, 
2,21,rachel:, why the voice.
2,21,joey:, 
2,21,chandler:, your cappucino sir.
2,21,ross:, thank you. 
2,21,chandler:, ya know i think this is much better than the coffee house.
2,21,ross:, how come it's not mixing with the water?
2,21,chandler:,"well the package says you have to uh, constantly keep it moving. stir and drink, stir and drink, never let it settle. "
2,21,joey:," hey, this is ridiculous. i'll tell you what. after i get back from my neice's christening, i'll go down to the coffee house with you and we'll all have a nice cup of coffee alright. no problem, joey's there."
2,21,chandler:, ok.
2,21,ross:, no.
2,21,chandler:," no. man i don't wanna have to have joey with me every time i wanna descent cup of coffee. ya know, and i don't wanna spend the rest of my life drinking cappucino with a 'k'. i say you and i go back down there and stand up to those guys."
2,21,chandler:," alright, hang on a second there custer."
2,21,joey:," yeah really, ross, have you ever been beaten up before?"
2,21,ross:," yeah, sure."
2,21,joey:," no. so what. so what if we get beaten up, maybe that's just something every man has to go through once in his life. ya know, like a, like a right of passage or somethin'."
2,21,chandler:," well, couldn't we just lose our virginities again? ya know, because i think actually mine's growing back. "
2,21,monica:, i need to borrow a hundred bucks.
2,21,rachel:, what?
2,21,monica:," hi, welcome home. i need to borrow a hundred bucks."
2,21,rachel:, for what?
2,21,monica:, i've gotta get back in the game.
2,21,rachel:," why, when did you get out of the game?"
2,21,monica:," i don't know, i lost it all ok. i lost it."
2,21,rachel:, oh no.
2,21,monica:," hey, i've come to terms with it, you have to too."
2,21,rachel:," ok. look uhh, mon i'm, i'm really sorry."
2,21,monica:," yeah, yeah, yeah, where are we on the hundred bucks?"
2,21,rachel:," but i need it. otherwords i'm gonna have to take that horrible diner job. you know, with the dancing and the costumes. i don't wanna have to wear flame retardant boobs."
2,21,rachel:, nobody does honey. 
2,21,phoebe:," schnoodle. oh my god, what the hell happened to my dog?"
2,21,phoebe:," what are these, stitches?"
2,21,phoebe:," yeah well, thanks for bringing back what's left of him."
2,21,phoebe:, how do you know frank?
2,21,phoebe:, yeah. frank.
2,21,frank:, he went out for groceries.
2,21,phoebe:, well he left four years ago so we're expecting him back any minute now.
2,21,phoebe:," alright, i'm, i'm gonna go. i'm sorry about the dog, everything. i'm sorry. "
2,21,frank:, hey lady. hey wait up. how do you know my dad?
2,21,phoebe:, um well i don't really. just genetically. he's kinda my dad too.
2,21,frank:, heavy.
2,21,phoebe:," yeah. so um, did he ever talk about me, phoebe?"
2,21,frank:, no but he didn't really talk about anything.
2,21,phoebe:, oh.
2,21,frank:, except stilts.
2,21,phoebe:, stilts?
2,21,frank:," yeah, he loved stilts. one time i was upstairs, i was stealing cigarettes out of my mom's purse, and uh, all of a sudden i look over and there's my dad's head bobbing past the window. he just had this big smile on his face and he was waving 'cause he was always happiest when he was on his stilts."
2,21,phoebe:, wow.
2,21,frank:, yeah.
2,21,phoebe:, me neither. so you're like my big sister.
2,21,phoebe:, yeah.
2,21,frank:," this is huge, you can buy me beer."
2,21,phoebe:," i'm not gonna. but you know what's cool though? ok, if you had a friend named pete, then i could say, 'oh yeah, i know pete, he's friends with my brother.'"
2,21,frank:, i gotta friend named mark.
2,21,phoebe:, that'll work too.
2,21,frank:," cool, alright. so maybe, ya know, i could give you a call sometime, we could talk or somethin'."
2,21,phoebe:," yeah, that'd be ok."
2,21,frank:, alright.
2,21,phoebe:," ok, i'm in the book."
2,21,frank:," ok, yeah."
2,21,phoebe:," alright. so um, stilts huh?"
2,21,frank:," yeah hey, you know if you want i can take you around back and show you where he hit his head on the rain gutter."
2,21,phoebe:," well we did it, we're here. we are standing our ground. how long does a cup of coffee take?"
2,21,chandler:, would you come on! come on! 
2,21,chandler:," ah, there we go."
2,21,ross:, i think we proved our point.
2,21,chandler:, you burn your mouth?
2,21,ross:, did we not make ourselves clear the other day.
2,21,ross:," yes, and that's why we're here."
2,21,chandler:, let's do this alright.
2,21,ross:," it's a nice watch, i don't wanna break it on your ribs."
2,21,chandler:, alright. 
2,21,chandler:," question. if i don't care about my watch, can i use it as a weapon?"
2,21,ross:, whad'ya mean?
2,21,chandler:," no, you can't use your watch."
2,21,chandler:, or your keys.
2,21,chandler:," look, here's what we'll do. we'll put all keys and watches in the hat over there. alright. "
2,21,ross:," of course we're hitting faces, why wouldn't you hit faces?"
2,21,ross:, yeah.
2,21,chandler:, c'mon!
2,21,ross:," hey, hey, woah, you want some of this, huh? you want a piece of this, huh? i'm standin here, huh."
2,21,chandler:," hey, hey, those guys are takin our stuff! "
2,21,ross:," us, what about you guys? man you really, bing, gave it to old mr. clean back there. he was a big guy."
2,21,ross:, yeah he was wasn't he.
2,21,chandler:, don't do that to yourself. any one of us could have tripped over that little girls jump rope.
2,21,ross:, we're ok.
2,21,ross:, alright.
2,21,chandler:, no.
2,21,chandler:, look at her.
2,21,chandler:, hi monica.
2,21,joey:," he he he, how's it goin'?"
2,21,phoebe:, hey nice boobs.
2,21,chandler:," guys guys, check this out. "
2,21,joey:, excellent.
2,22,monica:," so, i'll get candles and my mom's lace tablecloth, and since it's rachel's birthday, i mean, we want it to be special, i thought i'd poach a salmon."
2,22,all:, ohhh.
2,22,monica:, question. why do we always have to have parties where you poach things?
2,22,monica:, you wanna be in charge of the food committee?
2,22,ross:, question two. why do we always have to have parties with committees?
2,22,joey:, really. why can't we just get some pizzas and get some beers and have fun?
2,22,ross:," yeah, i agree. ya know, i think fancy parties are only fun if you're fancy on the inside and i'm just not sure we are."
2,22,monica:," alright. if you guys don't want it to be special, fine. you can throw any kind of party you want. honk honk."
2,22,chandler:," wow, it's, it's like porno for clowns. opening titles "
2,22,ross:," i talked to rachel's sisters, neither of them can come."
2,22,monica:," woah, woah, woah, uh, no shannon cooper."
2,22,phoebe:, why not her?
2,22,joey:," cause she uh, she steals stuff."
2,22,chandler:, or maybe she doesn't steal stuff and joey just slept with her and never called her back.
2,22,monica:," hey i liked her, alright. maybe, maybe too much. i don't know i guess i just got scared."
2,22,phoebe:," i'm sorry, i didn't know."
2,22,joey:," hi honey, how did it go?"
2,22,rachel:," agh, it was the graduation from hell."
2,22,chandler:," ya know, i mean this is supposed to be a joyous occasion. my sister's graduating from college, nobody thought she would. it's a true testament to what a girl from long island would do for a celica."
2,22,monica:, so what happened?
2,22,rachel:," ok, so i guess we don't invite her parents."
2,22,monica:," well, how bout just her mom?"
2,22,chandler:, why her mom?
2,22,monica:, cause i already invited her.
2,22,phoebe:," ooh, ooh, did you ask stacy roth?"
2,22,joey:," oh no, can't invite her. she also steals. "
2,22,phoebe:," ok, here are the birthday candles. where's the birthday cake?"
2,22,monica:," ok, we're not having birthday cake, we're having birthday flan."
2,22,chandler:, it's a traditional mexican custard dessert.
2,22,joey:," oh that's nice. happy birthday rachel, here's some goo. "
2,22,monica:, what? the father can't drop by to see the daughter on her birthday?
2,22,monica:," ohhh, you're having a parteee."
2,22,monica:," i'll never remember all of that. so uh, what's the deal? rachel comes home, people pop out and yell stuff, is that it?"
2,22,chandler:, chinese menu guy. forgot the menus.
2,22,chandler:," so, basically just a chinese guy."
2,22,joey:," well, my goodness, what was that?"
2,22,monica:, you thought i was rachel?
2,22,chandler:," yes because uh, you look so young."
2,22,phoebe:," oh, i missed you kids. well, should i put my coat in the bedroom?"
2,22,chandler:, oh well thank you. such a gentleman. thank you. 
2,22,phoebe:, 
2,22,monica:," ok, think, what would jack and chrissy do?"
2,22,joey:," oh, ok we can come back out in the living room."
2,22,monica:," so uh, joey and chanlder, i, i think it's time that you take dr. greene over to your place."
2,22,chandler:," uhh, yes, absdolutely, um. why again?"
2,22,monica:, because that's where the party is you goon. see this is just the staging area.
2,22,joey:, right this is staging.
2,22,chandler:," yeah, this more than anything else, is the staging area."
2,22,joey:, 
2,22,chandler:," alright you guys are off to party number one alright fellas, let's keep it movin', let' keep it movin."
2,22,monica:, chandler could you at least send some women to my party? alright that's ross.
2,22,chandler:," ok, they're coming, shhh. "
2,22,rachel:," ohh, thank you for the wonderful dinner."
2,22,ross:," ohh, thank you for my beautiul earrings, they're perfect. i love you."
2,22,ross:," oh, now you can exchange them if you want, ok."
2,22,rachel:, now i love you even more. 
2,22,all:, surprise.
2,22,rachel:, happy birthday sweetie.
2,22,rachel:," wow you, you. i had no idea."
2,22,ross:, really?
2,22,rachel:," no, i knew."
2,22,ross:, all right.
2,22,monica:," ok, everybody, there's food and drinks on the table. go across the hall."
2,22,ross:, what?
2,22,rachel:, what?
2,22,monica:," right now, joey and chandler's, go now."
2,22,rachel:, why.
2,22,monica:, just go. 
2,22,all:, happy birthday sweetpea.
2,22,rachel:," both of them are here, both of them, both of them are here?"
2,22,chandler:," well, we could count again."
2,22,rachel:," you know what, this is ridiculous, ok. this is your birthday, this is your party. i say we just put 'em all together and if they can't deal with it, who cares."
2,22,rachel:, i do.
2,22,ross:, that's who.
2,22,chandler:," look, are you gonna be ok?"
2,22,rachel:," well, i have to be, i don't really have a choice, i mean, you know, i could look at the bright side, i get two birthday parties and two birthday cakes."
2,22,chandler:," well, actually just one birthday flan."
2,22,rachel:, what?
2,22,chandler:," it's a traditional mexican custard dessert...look talk to monica, she's on the food committee. "
2,22,chandler:," joey, joey. hey, some girl just walked up to me and said, 'i want you dennis,' and stuck her tounge down my throat. i love this party."
2,22,joey:, quick volleyball question.
2,22,chandler:," yeah, we set up a court in your room. uh, you didn't really like that grey lamp, did you?"
2,22,chandler:, dennis.
2,22,chandler:," ok, that's me. "
2,22,rachel:," ok, do you have any ideas for any openers?"
2,22,rachel:," uhh, let's just stay clear of 'i'm the guy that's doing you daughter' and you should be ok. "
2,22,monica:," it's not a game ross, a woman died on my table today."
2,22,ross:, i'm sorry. see that's the good thing about my job. all the dinosaurs on my table are already dead. 
2,22,monica:," listen you guys, i don't mean to be a pain about this but, um, i've noticed that some of you are just placing them on. you wanna push the caps until you hear them click. gunther, where're you going?"
2,22,gunther:," i um, was sorta thinking about maybe..."
2,22,monica:," no. no you can't go. no this is fun. come on we're just getting started. here, here's your marker."
2,22,phoebe:," listen if you wanna go, just go."
2,22,gunter:," no, she'll yell at me again."
2,22,phoebe:," alright, i can get you out."
2,22,gunther:, what?
2,22,phoebe:, i think i need a drink.
2,22,ross:, scotch.
2,22,ross:, neat.
2,22,ross:," no no no, no no no, neat, as in no rocks."
2,22,ross:," oh hello ross, where have you been?"
2,22,ross:," oh, scotch neat. ya know, that's rachel's father's drink."
2,22,ross:, i'm getting my cigarettes out of my jacket.
2,22,ross:, whad'ya mean no?
2,22,ross:, get my glasses too.
2,22,ross:, all righty roo. 
2,22,monica:," oh no, ooh, ooh, did somebody forget to use a coaster?"
2,22,monica:, what? i don't see anything.
2,22,phoebe:," ross, whose glasses are those?"
2,22,ross:, you wear bi focals?
2,22,ross:, did you know my husband has glasses just like that?
2,22,rachel:, well those are very popular frames.
2,22,ross:, neil sedaka wears them.
2,22,guy:," rachel, you didn't tell me your boyfriend smoked."
2,22,rachel:," yeah, like a chimney."
2,22,ross:, are you wearing my glasses?
2,22,ross:, thank you. is that one of my cigarettes?
2,22,ross:, what about my friend victor?
2,22,phoebe:," alright, let me just get my coat."
2,22,phoebe:, is it true they have beer?
2,22,phoebe:, everything you've heard is true. 
2,22,monica:," could you guys please try to keep it down, we're trying to start a boggle tournament. "
2,22,monica:," you, and you, you're supposed to be at my party. and gunther! what are you doing here?"
2,22,gunther:, um 
2,22,phoebe:," ok, welcome to the fu oh."
2,22,monica:, phoebe.
2,22,phoebe:," alright, i'm sorry but these people needed me. they work hard all week, it's saturday night, they deserve to have a little fun. go."
2,22,monica:," ya know, my party is fun. i mean, maybe it's a little quieter, less obvious sorta fun but, you know, if people would just give it a chance... "
2,22,rachel:," sweetheart, you obviously have a problem. you've chosen a boyfriend exactly like your father."
2,22,rachel:, did you know your mother spent $1200 dollars on bansai trees. i felt like gulliver around that place.
2,22,rachel:," daddy, daddy, you know what, i really wanna hear more about this, i really do, but i just have, i just have to do a, some stuff. "
2,22,chandler:," this is it, isn't it? i mean, this is what my life is gonna be like. my mom there, my dad there. thanksgiving, christmas. she gets the house, he's in some condo my sister's gonna decorate with wicker. oh, chandler how did you get through this?"
2,22,chandler:," ya know, i just, so weird. i mean i was in there just listening to them bitch about each other and all i kept thinking about was the fourth of july."
2,22,chandler:, becasue it reminded you of the way our forefathers used to bitch at each other?
2,22,rachel:," it's just this thing. every year we would go out on my dad's boat and watch the fireworks. mom always hated it because the ocean air made her hair all big. my sister jill would be throwing up over the side and my dad would be upset becasue nobody was helping and then when we did help he would scream at us for doing it wrong. but then when the fireworks started, everybody just shut up, you know, and it'd get really cold, and we would all just sort of smush under this one blanket. it never occured to anybody to bring another one. and now it's just..."
2,22,chandler:," i, i know. "
2,22,monica:," alright, monica dear, i'm gonna hit the road. now i've left my 10 verbs on the table. and you be sure and send me that finished poem."
2,22,monica:, i think i saw rachel out in the hall.
2,22,monica:," ok, let me go check. your mom want's to say goodbye."
2,22,rachel:, happy birthday sweetie.
2,22,rachel:, ok. 
2,22,joey:," ross, what're you doing."
2,22,ross:, i'm getting ready for the water skiing. how are you doing?
2,22,chandler:, to get my coat.
2,22,guys:," sorry, we're on a major flan high."
2,22,phoebe:," i have to be heading to my chateau, thank you."
2,22,phoebe:," oh all right, then i guess we're going back into the hallway."
2,22,joey:," thanks for coming mrs. greene. well, this is the best party i've been to in years."
2,22,monica:," ok everybody, it's time for flan."
2,22,chandler:," yup, get ready for the gelatenous fun."
2,22,joey:, kinda looks like that stuff you get when you get a bad infection.
2,22,monica:," ok rachel, make a special flan wish."
2,22,rachel:," ok, i've got one. wow, those things almost never come true."
2,23,monica:," oh, i ordered mine first."
2,23,chandler:," yeah, but i'm, i'm so much faster..."
2,23,monica:, give it to me.
2,23,chandler:, no.
2,23,monica:, give it to me.
2,23,chandler:," ok, you can have it. there you go, enjoy your coffee."
2,23,chandler:, that was there when i got here. 
2,23,phoebe:," hey you guys, you will never guess who's coming to new york."
2,23,monica:," quick, phoebe, tell us before he can swallow."
2,23,phoebe:," oh ok, ryan, that guy i went out with, who's in the navy. "
2,23,rachel:, you went out with a guy in the navy?
2,23,phoebe:," yeah, i met him when i was playing guitar in washington square park. ryan threw in salt water taffy 'cause he didn't have any change."
2,23,joey:," hey, is that when you wrote salt water taffy man?"
2,23,phoebe:," so wait, this guy goes down for like two years at a time? "
2,23,monica:, that'll teach you to lick my muffin.
2,23,ross:, hiii.
2,23,joey:," oh no, what happened?"
2,23,ross:," well, i just spoke to carol. ben's got the chicken pox."
2,23,all:, oh no.
2,23,ross:," yeah, so if you haven't already had it, chances are you're gonna get it."
2,23,rachel:, well i've had it.
2,23,joey:," yeah, i've had it."
2,23,monica:, had it.
2,23,chandler:, had it.
2,23,phoebe:," honey, you made the bed again. i told you, you don't have to do that. this isn't camp."
2,23,richard:," ooh, then i guess the panty raid last night was totally uncalled for. ok, i am going to take a shower and today i will be singing jim crochee's leroy brown. "
2,23,richard:," monica... hey mon, i have a question. is leroy the baddest man in the whole damn town or the fattest man in the whole damn town?"
2,23,monica:, baddest. otherwise the song would be fat fat leroy brown.
2,23,richard:, what're you doing?
2,23,monica:, just waiting for you sweetie.
2,23,richard:, are you remaking the bed?
2,23,monica:," i'm sorry, i'm sorry. you know what, the way you did it was just fine."
2,23,richard:," if i tell you, you'll think i'm crazy."
2,23,richard:, you're pretty much running that risk either way.
2,23,monica:," oh, well that's not so crazy."
2,23,monica:, i'm just easing you in.
2,23,richard:," oh, alright."
2,23,monica:," alright, you see these little flower blossoms? they should be facing up, not down, because, well, the head of the bed is where the sun would be. you don't love me any more do you."
2,23,richard:," really? wow, well then come on, i wanna show you how to fold the toilet paper into a point. "
2,23,chandler:," hey, look joey, i'm just saying if you need something to hold you over, i can get you a job right here as an entry level processor."
2,23,joey:, but don't you need experience for a job like that?
2,23,chandler:," it's not that hard to learn. and as for people realizing you have no idea what you're doing, hey, you're an actor. act like a processor, people will think you're a processor."
2,23,scott:," hey chandler, here's this morning's projections."
2,23,chandler:," hey thanks. scott alexander, joey tribbianni. joey is a uh, fellow processor."
2,23,scott:," oh yeah yeah. i process. people want the processing, i'm the one they call."
2,23,scott:, where do you work?
2,23,joey:," uhh, well, right now i'm in between things. you know how it is. one day you're processing, the next day you're not so much... processing any more."
2,23,chandler:, i was just telling joey about the opening in fleischman's group.
2,23,scott:," fleischman's group. whatever you do, don't touch his sandwiches. ha ha ha..."
2,23,joey:, ha ha. 
2,23,rachel:," oh, this lipstick looks just great on you."
2,23,monica:," you look fabulous honey, you really do."
2,23,phoebe:," you see, you look beautiful. for god sakes, dim the lights."
2,23,phoebe:, it's gonna be ok. ryan's been under water. he's just gonna be so glad that you don't have barnicles on your butt. 
2,23,phoebe:, come in.
2,23,ryan:," hey baby, i'm back... "
2,23,phoebe:," hey ryan, what's up?"
2,23,ryan:," well, no no, you have to stay back. i, i have the pox."
2,23,ryan:, chicken or small?
2,23,phoebe:, chicken. which is so ironic considering i'm a vegetarian.
2,23,ryan:, why aren't you at home in bed?
2,23,phoebe:," 'cause my, my grandmother's never had chicken pox. please, please tell me you have, 'cause oh my god, i forgot how cute you are."
2,23,ryan:," i'm sorry, i never had 'em."
2,23,phoebe:," if i had one wish, it would be to build a time machine, go back to when i was 7, when jimmy hauser had the chicken pox. i would grab that kid and rub him all over my face."
2,23,phoebe:," yeah, or you know, you could just wish that i didn't have them now."
2,23,ryan:, can i please see your face?
2,23,phoebe:, nope. you don't want to see a face covered with pox.
2,23,ryan:," your face could be covered with lochs, i wouldn't care."
2,23,phoebe:," and you hate fish. oh. that's so sweet, alright. ok, alright, you can see. this is me... oh, i am scary."
2,23,ryan:," i hate this. 'cause i tell you, i had the most amazing two weeks planned for us, and almost everything i had in mind, we had to be a lot closer than this."
2,23,ryan:," phoebe, i have spent the last eight months in a steel tube with men, thinking about this moment. i am not gonna let a bunch of itchy spots stand between us. "
2,23,phoebe:," ok, this is the most romantic disease i've ever had. "
2,23,joey:, hey.
2,23,chandler:," hey, how's the first day goin'?"
2,23,joey:, pretty good. it's like you said. it's mostly just putting numbers from one column into another column.
2,23,chandler:, well there you go.
2,23,joey:," hey and everbody is so nice. i just had a good talk with that lady with the red hair, jeannie."
2,23,chandler:," yeah, turns out our kids go to the same school. small world huh?"
2,23,chandler:, i figure my character has kids.
2,23,chandler:," well, see when you're acting you need to think about stuff like that. my character, joseph the processor guy, has two little girls, ashley and brittany. ashley copies everything brittany does."
2,23,chandler:," yeah. joseph and his wife, karen, are thinking of having a third kid... ya know what? just did."
2,23,chandler:, really? wow. that's some pretty powerful imaginary sperm you must have there. 
2,23,ryan:, you know what makes the itching even worse?
2,23,phoebe:, that you don't stop talking about it.
2,23,ryan:, fine.
2,23,phoebe:," let's just play, ok. good, ok. here we go, come to mama, just getting ready to roll the dice..."
2,23,ryan:, what're you doing? are you scratching?
2,23,phoebe:," no. this is what i do for luck, ok."
2,23,ryan:, you're scratching. give me the dice.
2,23,phoebe:, no.
2,23,ryan:, give me the dice.
2,23,phoebe:," no. here. there. ooh, double sixes."
2,23,ryan:," we can't scratch. you know we can't, we'll scar."
2,23,phoebe:," uhh, i can't stop thinking about it. it's just so hard. i just wanna grab all these houses and rub 'em all over my body. "
2,23,ryan:, no.
2,23,phoebe:, give it.
2,23,ryan:, no.
2,23,phoebe:," yeah, come on. you know you want it, you know you want it too, come on. let's just be bad, it'll feel so good. "
2,23,ryan:, oh god help me.
2,23,phoebe:," now do me, do my back. oh come on, harder. "
2,23,rachel:," oh, stop that, stop that right now."
2,23,ross:," you know, i might have expected this of you phoebe, but ryan, you're a military man. "
2,23,joey:," you and milton have to join us on the boat. karen'll pack a lunch, you'll bring the kids, we'll make a day of it."
2,23,jeannie:," oh, that sounds lovely. we're gonna have to set that up. oh, i better get back. hope the baby feels better."
2,23,joey:, bye bye joey.
2,23,joey:, what a phony.
2,23,chandler:," well, i'm sure you'll teach her a lesson when she steps off the dock onto nothing. hey mr. douglas."
2,23,joey:," uh, listen bing, i received your memo. so, we're not gonna receive the systems report until next friday?"
2,23,chandler:," i have a family, i'm gonna be here."
2,23,joey:," yeah bing, what's that about?"
2,23,chandler:, rough numbers?
2,23,joey:, have the final numbers on my desk by tuesday.
2,23,chandler:," uh, if you say so sir."
2,23,joey:," joseph's good, isn't he?"
2,23,chandler:," well, i'm going to kill you."
2,23,joey:," hey, hey, i just figure joseph's the kinda guy that likes to mix it up. ya know, get in there, ruffle some feathers."
2,23,chandler:, why?
2,23,joey:," look, i'm sorry but that's what joseph does, ok. if you try to pull somethin', he'll call you on it. 'what're you tryin' to pull,' he'll say. "
2,23,richard:," ooh, duct tape. was i supposed to bring something too?"
2,23,monica:, this is for the scratchy twins out there. i taped oven mits to their hands.
2,23,richard:, you're strict.
2,23,monica:," exactly. oh, i love that i can be totally neurotic around you now. tell me the truth. don't you like it better now that everything on your desk is perpendicular?"
2,23,richard:," if it's not a right angle, it is a wrong angle."
2,23,monica:, very good.
2,23,richard:, thank you.
2,23,monica:, you know what. tomorrow i'm gonna do your clocks.
2,23,richard:, you're gonna do what to my clocks.
2,23,monica:, i'm gonna set them to my time.
2,23,richard:," no no. see, in my bedroom i set my clock six minutes fast. you wanna know why?"
2,23,richard:, because it's in a slightly different time zone than the kitchen.
2,23,monica:," no forget it, i'm not gonna tell you now."
2,23,richard:, no come on. come on tell me.
2,23,monica:, no. see you don't understand.
2,23,richard:, come on.
2,23,monica:, no. you don't have any of these cute little obsessive things.
2,23,richard:, no that's not true. that is not true.
2,23,monica:, oh yeah.
2,23,richard:, yeah.
2,23,monica:," alright, well tell me one of yours."
2,23,richard:," ok. ahh. one of my things is, i always separate my sweat socks from my dress socks."
2,23,monica:, what if they get mixed up?
2,23,richard:," you would not. i can't believe this. i hate this, you're too normal. i can't believe my boyfriend doesn't have a thing. my boyfriend doesn't have a thing."
2,23,richard:," see, if anyone overheard that, i didn't come off well. "
2,23,joey:, hey. mr. douglas is looking for you.
2,23,chandler:, why? wh wh why is mr. douglas looking for me?
2,23,joey:, 'cause he has a strong suspicion that you dropped the ball on the lender project.
2,23,chandler:," wha wh why, why, why does he suspect that?"
2,23,joey:," becasue at first he thought it was joseph. but after he asked joseph about it, turns out it was you. anyway, i just thought you should know."
2,23,chandler:," alright, that's it. look joey, i'm sorry, i realize this is the role of a lifetime for ya, and if i could just fire joseph, i would, but unfortunately that's not possible so i'm gonna have to let both of you go."
2,23,joey:," what're you talking about, everybody loves joseph."
2,23,chandler:," i don't, i hate joseph, ok. i think he's a brown nosing suck up."
2,23,joey:," oh yeah. well you can't fire joseph. you know why, 'cause he's not in your department."
2,23,chandler:," alright, ok, alright. so i can't fire joseph but uh, i can sleep with his wife."
2,23,joey:," yeah, karen. i'm thinking about having an affair with her. oh, you know what? i just did."
2,23,joey:," oh well it's not me, it's my character, chandy. yeah the rogue processor who seduces his co worker's wives for sport and then laughs about it the next day at the water cooler. in fact, i have her panties right there in my drawer."
2,23,joey:, really?
2,23,chandler:," no freakshow, she's fictional."
2,23,joey:," take it easy. if it means that much to you, i'll uh, i'll go find something else."
2,23,chandler:, thank you.
2,23,joey:," it's just that, i, i'm gonna miss joseph. i liked him. his wife, she was hot. "
2,23,phoebe:, can i please take these off? i swear i won't scratch.
2,23,rachel:," no sorry hon, monica's orders."
2,23,ryan:, well that wasn't easy.
2,23,ross:," ok, dinner's on."
2,23,rachel:, and there's a peach cobbler warming in the oven so the plate's gonna be hot but that shouldn't be a problem for you.
2,23,ross:," oh look, a low budget puppet show."
2,23,phoebe:, it's such a shame you can't see which finger i'm holding up. 
2,23,ryan:, wine?
2,23,phoebe:, please. 
2,23,ryan:," oh, i spilled some."
2,23,phoebe:, i got it. 
2,23,ryan:," i must tell you, you look beautiful tonight."
2,23,phoebe:, what?
2,23,ryan:, sorry. you look beautiful.
2,23,phoebe:, oh. 
2,23,phoebe:," you know what, that's it, that's it. "
2,23,richard:," monica, wake up. monica."
2,23,monica:, what's up?
2,23,richard:, i thought of a thing.
2,23,monica:, yeah?
2,23,richard:," yeah. i have to sleep, have to, on this side of the bed."
2,23,monica:, no honey. you have to sleep on this side of the bed because i have to sleep on this side of the bed.
2,23,richard:, or so i would have you believe.
2,23,monica:," no. big deal, so you have a side of the bed, everybody has a side of the bed."
2,23,richard:," hey come on, you haven't heard my reason yet."
2,23,monica:," alright, go on."
2,23,richard:," ok, i have to sleep on the west side because i grew up in california and otherwise the ocean would be on the wrong side."
2,23,monica:," oh my god, you're a freak."
2,23,richard:," so uh, ryan, were you shipping off to?"
2,23,ryan:, i really can't say.
2,23,ross:, so do you have like any nuclear weapons on board?
2,23,ryan:, i can't say.
2,23,rachel:," well do you get to look through one of those like, those periscope thingys."
2,23,ryan:," i'm sorry, but i can't say."
2,23,ross:," wow, it, it's neat learning about submarines."
2,23,ryan:," i better get out of here, i'm gonna miss my flight."
2,23,phoebe:," ok, i'll walk you out."
2,23,ross:, bye ryan.
2,23,ryan:, pleasure.
2,23,rachel:, it was nice to meet you.
2,23,ryan:, take care. 
2,23,rachel:," so do you uh, think we can get you one of those uh, uniform things?"
2,23,ross:, you like that do ya?
2,23,rachel:, oh yeah.
2,23,ross:, i'll make some calls. 
2,23,rachel:, ok. 
2,23,ryan:," i know. we didn't do any of the romantic things i had planned, like having a picnic at central park and ya know, coffee at central perk. oh i just got that. "
2,23,ryan:, taxi.
2,23,phoebe:, bye you. 
2,23,rachel:," oh i'm sorry, we're clo ... hey sailor."
2,23,ross:, is this what you had in mind?
2,23,rachel:, i'll say. 
2,23,ross:, i'm shipping out tomorrow.
2,23,rachel:," well then uh, we better make this night count. oh, you know what. i forgot to turn off the bathroom light."
2,23,ross:," alright you know, why don't i just meet you upstairs. "
2,24,rachel:," hey joey, how'd the audition go?"
2,24,joey:, incredible! i met the director this time and you'll never believe who it was.
2,24,all:, who?
2,24,joey:, all right. i'll give you one hint. warren beatty.
2,24,all:, wow!
2,24,joey:," yeah, there's just one thing that might be kind've a problem. see, i, uh, had to kiss this guy."
2,24,chandler:, 'cause he was just so darn cute.
2,24,joey:," no, as part of the audition. see, i'm up for this part of this guy, who the main guy kisses."
2,24,ross:," well, hey. you're an actor, i say you just suck it up and do it. or you just do it."
2,24,joey:," i did do it, i'm a professional."
2,24,monica:, then what's the problem?
2,24,joey:," see after the scene, mr. beatty comes up to me and says 'good actor, bad kisser'. can you believe that, me not a good kisser, that's like, like mother theresa, not a good mother. "
2,24,phoebe:," well, come on, who cares what that guy thinks. what does warren beatty know about kissing ooh. opening credits "
2,24,chandler:," hey, what did your agent say?"
2,24,joey:," yep, this kiss thing is defiantly a problem, mr. beatty wants to see it again on monday. man, i gotta figure out what i'm doing wrong. oh, okay, one of you girls come over here and kiss me."
2,24,monica:," what, forget it!"
2,24,rachel:," yeah, right."
2,24,joey:," come on, i need your help here."
2,24,phoebe:," all right. i'll do it, i kissed him before i can do it again."
2,24,joey:," you see this, this is a friend."
